Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Zen Restaurant,78705,7/15/2016,72,"3423 GUADALUPE ST
AUSTIN, TX 78705
(30.301099, -97.739225)",2802179,Routine Inspection
Zocalo Cafe- Taqueria Fresca,78703,4/22/2016,82,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279978, -97.759296)",10034278,Routine Inspection
d'lites,78759,10/13/2016,98,"8127 MESA DR Bunit 204
AUSTIN, TX 78759
(30.37344, -97.756075)",11339373,Routine Inspection
Zocalo Cafe- Taqueria Fresca,78703,4/30/2015,97,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279978, -97.759296)",10034278,Routine Inspection
Zip'n,78757,12/31/2015,93,"7845 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.359645, -97.740802)",2803994,Routine Inspection
Zen Restaurant,78757,2/24/2015,85,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801525,Routine Inspection
Zeta Tau  Alpha Sorority,78705,4/3/2014,100,"2711 NUECES ST
AUSTIN, TX 78705
(30.292917, -97.742678)",2800484,Routine Inspection
Zocalo Cafe- Taqueria Fresca,78703,10/20/2015,92,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279978, -97.759296)",10034278,Routine Inspection
Zilker Elementary,78704,3/3/2016,99,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.2523, -97.77369)",2800280,Routine Inspection
ZuZu Restaurant,78731,9/26/2016,83,"5770 N MOPAC EXPY SB
AUSTIN, TX 78731
(30.33894, -97.755024)",2801238,Routine Inspection
Zilker Brewing Company,78702,4/1/2016,94,"1701 E 6TH ST
AUSTIN, TX 78702
(30.262349, -97.724493)",11243602,Routine Inspection
Zoe's Safe Place,78757,8/16/2016,84,"8007 BURNET RD
AUSTIN, TX 78757
(30.358776, -97.730147)",11298073,Routine Inspection
Zipfizz Corp,78749,10/17/2016,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.221772, -97.838267)",11330080,Routine Inspection
Zilker Brewing Company,78702,3/3/2017,98,"1701 E 6TH ST
AUSTIN, TX 78702
(30.262349, -97.724493)",11243602,Routine Inspection
Zipfizz Corp,78749,3/22/2016,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.221772, -97.838267)",11330080,Routine Inspection
ZuZu Restaurant,78731,9/22/2015,93,"5770 N MOPAC EXPY SB
AUSTIN, TX 78731
(30.33894, -97.755024)",2801238,Routine Inspection
ZuZu Restaurant,78731,4/10/2015,92,"5770 N MOPAC EXPY SB
AUSTIN, TX 78731
(30.33894, -97.755024)",2801238,Routine Inspection
Zen Food Mart,78704,1/15/2016,100,"3010 S LAMAR BLVD Unit A
AUSTIN, TX 78704
(30.242745, -97.783531)",10589560,Routine Inspection
Zocalo Cafe- Taqueria Fresca,78703,1/6/2015,97,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279978, -97.759296)",10034278,Routine Inspection
Zoe's Kitchen,78759,7/21/2014,94,"10000 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78759
(30.392352, -97.746845)",10323727,Routine Inspection
Zoe's Kitchen,78759,12/2/2015,96,"10000 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78759
(30.392352, -97.746845)",10323727,Routine Inspection
Zoe's Safe Place,78757,9/11/2015,74,"8007 BURNET RD
AUSTIN, TX 78757
(30.358776, -97.730147)",11298073,Routine Inspection
Zilker Elementary,78704,5/1/2014,97,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.2523, -97.77369)",2800280,Routine Inspection
Zumochi LLC,78745,11/24/2015,98,"1606 W STASSNEY LN Unit 1
AUSTIN, TX 78745
(30.213367, -97.793265)",11223845,Routine Inspection
Zip'n,78757,2/20/2015,97,"7845 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.359645, -97.740802)",2803994,Routine Inspection
ZuZu Restaurant,78731,12/9/2014,97,"5770 N MOPAC EXPY SB
AUSTIN, TX 78731
(30.33894, -97.755024)",2801238,Routine Inspection
Zen Restaurant,78757,9/1/2015,85,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801525,Routine Inspection
Zilker Elementary,78704,4/22/2015,97,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.2523, -97.77369)",2800280,Routine Inspection
Zen Restaurant,78705,7/10/2015,86,"3423 GUADALUPE ST
AUSTIN, TX 78705
(30.301099, -97.739225)",2802179,Routine Inspection
Zeta Tau  Alpha Sorority,78705,3/29/2016,97,"2711 NUECES ST
AUSTIN, TX 78705
(30.292917, -97.742678)",2800484,Routine Inspection
Zip'n,78757,2/2/2017,83,"7845 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.359645, -97.740802)",2803994,Routine Inspection
Zeta Beta Tau,78705,4/20/2016,93,"710 W 28TH ST
AUSTIN, TX 78705
(30.293488, -97.744909)",2800533,Routine Inspection
Zocalo Cafe- Taqueria Fresca,78703,10/14/2016,91,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279978, -97.759296)",10034278,Routine Inspection
Zeta Beta Tau,78705,9/14/2015,97,"710 W 28TH ST
AUSTIN, TX 78705
(30.293488, -97.744909)",2800533,Routine Inspection
Zen Restaurant,78705,3/19/2015,91,"3423 GUADALUPE ST
AUSTIN, TX 78705
(30.301099, -97.739225)",2802179,Routine Inspection
Zilker Elementary,78704,9/23/2016,99,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.2523, -97.77369)",2800280,Routine Inspection
Zoe's Kitchen,78759,6/19/2015,89,"10000 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78759
(30.392352, -97.746845)",10323727,Routine Inspection
Zilker Elementary,78704,10/6/2015,100,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.2523, -97.77369)",2800280,Routine Inspection
Zen Restaurant,78757,3/16/2016,77,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801525,Routine Inspection
El Agazajo Bar,78744,3/9/2017,93,"2406 S US 183 HWY SB
AUSTIN, TX 78744
",10713239,Routine Inspection
El Agazajo Bar,78744,3/25/2015,93,"2406 S US 183 HWY SB
AUSTIN, TX 78744
",10713239,Routine Inspection
El Agazajo Bar,78744,8/29/2016,90,"2406 S US 183 HWY SB
AUSTIN, TX 78744
",10713239,Routine Inspection
El Agazajo Bar,78744,9/25/2014,97,"2406 S US 183 HWY SB
AUSTIN, TX 78744
",10713239,Routine Inspection
El Agazajo Bar,78744,10/8/2015,100,"2406 S US 183 HWY SB
AUSTIN, TX 78744
",10713239,Routine Inspection
El Agazajo Grill LLC,78744,3/9/2017,84,"2408 S US 183 HWY SB
AUSTIN, TX 78744
",10716700,Routine Inspection
El Agazajo Grill LLC,78744,3/25/2015,89,"2408 S US 183 HWY SB
AUSTIN, TX 78744
",10716700,Routine Inspection
El Agazajo Grill LLC,78744,8/29/2016,70,"2408 S US 183 HWY SB
AUSTIN, TX 78744
",10716700,Routine Inspection
El Agazajo Grill LLC,78744,9/25/2014,89,"2408 S US 183 HWY SB
AUSTIN, TX 78744
",10716700,Routine Inspection
El Agazajo Grill LLC,78744,10/8/2015,95,"2408 S US 183 HWY SB
AUSTIN, TX 78744
",10716700,Routine Inspection
El Faro Taco and Cafe,78728,2/4/2016,90,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,2/23/2017,90,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,3/17/2015,83,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,5/6/2014,90,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,8/9/2016,81,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,8/25/2015,88,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Faro Taco and Cafe,78728,11/7/2014,94,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10001292,Routine Inspection
El Michoacano Mexican Rest.,78617,1/27/2017,84,"2701 E SH 71 WB
AUSTIN, TX 78617
",2800796,Routine Inspection
El Michoacano Mexican Rest.,78617,3/26/2015,85,"2701 E SH 71 WB
AUSTIN, TX 78617
",2800796,Routine Inspection
El Michoacano Mexican Rest.,78617,6/16/2016,78,"2701 E SH 71 WB
AUSTIN, TX 78617
",2800796,Routine Inspection
El Michoacano Mexican Rest.,78617,9/25/2014,85,"2701 E SH 71 WB
AUSTIN, TX 78617
",2800796,Routine Inspection
El Michoacano Mexican Rest.,78617,10/5/2015,73,"2701 E SH 71 WB
AUSTIN, TX 78617
",2800796,Routine Inspection
El Tenampa Bar,78617,1/14/2016,84,"2429 E SH 71 WB
AUSTIN, TX 78617
",10410349,Routine Inspection
El Tenampa Bar,78617,3/26/2015,94,"2429 E SH 71 WB
AUSTIN, TX 78617
",10410349,Routine Inspection
El Tenampa Bar,78617,4/10/2014,88,"2429 E SH 71 WB
AUSTIN, TX 78617
",10410349,Routine Inspection
El Tenampa Bar,78617,7/19/2016,90,"2429 E SH 71 WB
AUSTIN, TX 78617
",10410349,Routine Inspection
El Tenampa Bar,78617,10/24/2014,100,"2429 E SH 71 WB
AUSTIN, TX 78617
",10410349,Routine Inspection
Elmcroft of Austin,78745,3/5/2015,86,"7017 MANCHACA RD
AUSTIN, TX 78745
(30.200923, -97.80719)",10703962,Routine Inspection
Emerald Point Store,78734,3/6/2015,100,"5973 HI LINE RD
AUSTIN, TX 78734
(30.432169, -97.942256)",2803737,Routine Inspection
Escarpment Exxon,78749,5/8/2014,78,"6109 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.229544, -97.864277)",2803688,Routine Inspection
Estancia Churrascaria,78759,12/31/2014,89,"10000 RESEARCH BLVD SB Unit B
AUSTIN, TX 78759
(30.392352, -97.746845)",10662646,Routine Inspection
Evangeline Cafe,78749,10/21/2014,84,"8106 BRODIE LN
AUSTIN, TX 78749
(30.20184, -97.838207)",2802083,Routine Inspection
Fabi & Rosi,78703,2/13/2017,93,"509 HEARN ST
AUSTIN, TX 78703
(30.279066, -97.772821)",10249506,Routine Inspection
Family Dollar Store # 10028,78725,1/5/2017,88,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,3/6/2015,93,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,3/17/2016,95,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,5/13/2014,96,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,8/4/2016,87,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,10/2/2015,97,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Family Dollar Store # 10028,78725,10/29/2014,94,"14001 FM 969 RD
AUSTIN, TX 78725
",11008198,Routine Inspection
Fazoli's Italian Food,78729,2/11/2016,90,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Fazoli's Italian Food,78729,2/26/2015,92,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Fazoli's Italian Food,78729,3/8/2017,82,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Fazoli's Italian Food,78729,7/25/2016,91,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Fazoli's Italian Food,78729,8/26/2015,100,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Fazoli's Italian Food,78729,9/18/2014,97,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",2801304,Routine Inspection
Figure 8 Coffee Purveyors,78702,8/5/2015,100,"1111 CHICON ST Unit A
AUSTIN, TX 78702
(30.266503, -97.720323)",11180309,Routine Inspection
Figure 8 Coffee Purveyors,78702,3/13/2015,97,"1111 CHICON ST Unit A
AUSTIN, TX 78702
(30.266503, -97.720323)",11180309,Routine Inspection
Fiesta Mart - Meat and Seafood,78745,1/6/2017,97,"5510 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.200293, -97.763074)",11349581,Routine Inspection
Figure 8 Coffee Purveyors,78702,4/18/2016,100,"1111 CHICON ST Unit A
AUSTIN, TX 78702
(30.266503, -97.720323)",11180309,Routine Inspection
Fighting Orange,78722,9/8/2016,94,"3807 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.295006, -97.71922)",11192434,Routine Inspection
First Stop Food Store,78704,7/28/2015,87,"1017 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.2602, -97.755359)",2803585,Routine Inspection
Fish Daddy's,78660,1/12/2016,92,"15119 N IH 35 SVRD NB Bldg B
AUSTIN, TX 78660
",10236095,Routine Inspection
Fish Daddy's,78660,1/27/2015,94,"15119 N IH 35 SVRD NB Bldg B
AUSTIN, TX 78660
",10236095,Routine Inspection
Fish Daddy's,78660,6/4/2015,92,"15119 N IH 35 SVRD NB Bldg B
AUSTIN, TX 78660
",10236095,Routine Inspection
Fish Daddy's,78660,7/28/2014,77,"15119 N IH 35 SVRD NB Bldg B
AUSTIN, TX 78660
",10236095,Routine Inspection
Fish Daddy's,78660,10/25/2016,92,"15119 N IH 35 SVRD NB Bldg B
AUSTIN, TX 78660
",10236095,Routine Inspection
Fixe,78701,2/21/2017,87,"500 W 5TH ST
AUSTIN, TX 78701
(30.26846, -97.747892)",11221365,Routine Inspection
Flea Market # L (Snow Cones),78754,5/3/2014,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market # L (Snow Cones),78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market # L (Snow Cones),78754,5/28/2016,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market # L (Snow Cones),78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market # L (Snow Cones),78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market # L (Snow Cones),78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2802136,Routine Inspection
Flea Market #A,78754,5/3/2014,94,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #A,78754,5/16/2015,89,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #A,78754,5/28/2016,89,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #A,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #A,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #A,78754,12/17/2016,94,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800518,Routine Inspection
Flea Market #B,78754,5/3/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #B,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #B,78754,5/28/2016,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #B,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #B,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #B,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800519,Routine Inspection
Flea Market #C,78754,5/3/2014,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #C,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #C,78754,5/28/2016,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #C,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #C,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #C,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800520,Routine Inspection
Flea Market #H,78754,5/3/2014,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #H,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #H,78754,5/28/2016,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #H,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #H,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #H,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800525,Routine Inspection
Flea Market #I,78754,5/3/2014,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #I,78754,5/16/2015,92,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #I,78754,5/28/2016,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #I,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #I,78754,11/22/2014,93,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #I,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800526,Routine Inspection
Flea Market #IC-1,78754,5/3/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #IC-1,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #IC-1,78754,5/28/2016,98,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #IC-1,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #IC-1,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #IC-1,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800528,Routine Inspection
Flea Market #J,78754,5/3/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #J,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #J,78754,5/28/2016,98,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #J,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #J,78754,11/22/2014,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #J,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800527,Routine Inspection
Flea Market #K (Corn Stand),78754,5/3/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #K (Corn Stand),78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #K (Corn Stand),78754,5/28/2016,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #K (Corn Stand),78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #K (Corn Stand),78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #K (Corn Stand),78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800936,Routine Inspection
Flea Market #X,78754,5/3/2014,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #X,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #X,78754,5/28/2016,96,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #X,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #X,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #X,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800530,Routine Inspection
Flea Market #stage,78754,5/3/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flea Market #stage,78754,5/16/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flea Market #stage,78754,5/28/2016,97,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flea Market #stage,78754,10/24/2015,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flea Market #stage,78754,11/22/2014,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flea Market #stage,78754,12/17/2016,100,"9500 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",2800529,Routine Inspection
Flightpath Coffeehouse,78751,4/28/2015,97,"5011 DUVAL ST
AUSTIN, TX 78751
(30.314013, -97.720062)",2801741,Routine Inspection
Food Mart,78736,3/2/2015,83,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Food Mart,78736,3/7/2017,90,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Food Mart,78736,3/22/2016,85,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Food Mart,78736,7/31/2015,85,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Food Mart,78736,9/8/2014,74,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Food Mart,78736,9/14/2016,89,"9341 W SH 71
AUSTIN, TX 78736
",10867318,Routine Inspection
Foxhole Culinary Tavern,78717,2/9/2015,75,"13995 N US 183 HWY SVRD NB
AUSTIN, TX 78717
",11165272,Routine Inspection
Foxhole Culinary Tavern,78717,3/8/2016,82,"13995 N US 183 HWY SVRD NB
AUSTIN, TX 78717
",11165272,Routine Inspection
Foxhole Culinary Tavern,78717,8/19/2016,74,"13995 N US 183 HWY SVRD NB
AUSTIN, TX 78717
",11165272,Routine Inspection
Foxhole Culinary Tavern,78717,8/26/2015,85,"13995 N US 183 HWY SVRD NB
AUSTIN, TX 78717
",11165272,Routine Inspection
Fred Groceries Inc.,78723,2/19/2015,92,"6715 E US 290 HWY EB
AUSTIN, TX 78723
",10001098,Routine Inspection
Fred Groceries Inc.,78723,3/2/2016,90,"6715 E US 290 HWY EB
AUSTIN, TX 78723
",10001098,Routine Inspection
Fred Groceries Inc.,78723,8/11/2015,88,"6715 E US 290 HWY EB
AUSTIN, TX 78723
",10001098,Routine Inspection
Fred Groceries Inc.,78723,8/19/2014,87,"6715 E US 290 HWY EB
AUSTIN, TX 78723
",10001098,Routine Inspection
Fred Groceries Inc.,78723,9/22/2016,82,"6715 E US 290 HWY EB
AUSTIN, TX 78723
",10001098,Routine Inspection
Freebirds World Burrito,78726,3/3/2017,96,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,3/25/2016,91,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,4/23/2015,100,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,7/3/2014,100,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,8/29/2016,90,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,9/30/2015,97,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78726,12/15/2014,100,"8300 N FM 620 RD Bunit 100
AUSTIN, TX 78726
",10923283,Routine Inspection
Freebirds World Burrito,78704,12/19/2015,95,"4032 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.235911, -97.793486)",10197096,Routine Inspection
Fresh Heim,78750,3/16/2016,83,"13776 N US 183 HWY SB Unit 142
AUSTIN, TX 78750
",11267435,Routine Inspection
Fresh Heim,78750,8/23/2016,84,"13776 N US 183 HWY SB Unit 142
AUSTIN, TX 78750
",11267435,Routine Inspection
Fresh Heim,78750,9/15/2015,92,"13776 N US 183 HWY SB Unit 142
AUSTIN, TX 78750
",11267435,Routine Inspection
Freedmen's,78705,7/22/2015,94,"2402 SAN GABRIEL ST
AUSTIN, TX 78705
(30.288433, -97.747788)",10866810,Routine Inspection
Fuddruckers,78613,10/7/2016,92,"11023 PECAN PARK BLVD
AUSTIN, TX 78613
(30.467295, -97.804604)",10470917,Routine Inspection
Fulmore Jr. High,78704,3/3/2015,92,"201 E MARY ST
AUSTIN, TX 78704
(30.244814, -97.750007)",2800431,Routine Inspection
G & M Catering,78741,2/25/2015,96,"904 VARGAS RD
AUSTIN, TX 78741
(30.233526, -97.694058)",2801612,Routine Inspection
Gammad Oriental Store,78758,7/6/2016,88,"2309 W PARMER LN
AUSTIN, TX 78758
(30.41805, -97.700549)",11104406,Routine Inspection
Galaxy Highland 10,78752,1/20/2017,92,"6700 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.328357, -97.707045)",2802612,Routine Inspection
Gallons to Go,78757,10/19/2016,96,"6416 N LAMAR BLVD
AUSTIN, TX 78757
(30.33245, -97.722234)",2801944,Routine Inspection
Gandhi Bazar and Curry in Hurry - 620,78750,4/29/2015,96,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
Gandhi Bazar and Curry in Hurry - 620,78750,5/12/2016,86,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
Gandhi Bazar and Curry in Hurry - 620,78750,7/15/2014,87,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
Gandhi Bazar and Curry in Hurry - 620,78750,10/25/2016,76,"12809 N FM 620 RD NB Unit 3
AUSTIN, TX 78750
",10768737,Routine Inspection
